,MZ,date,week,status,1_week_ago,2_week_ago,3_week_ago,4_week_ago,5_week_ago,6_week_ago,7_week_ago,8_week_ago
6722,09-1,2021-02-08,7,0,4,4,5,5,5,5,5,5
6723,100,2021-02-08,7,0,0,0,1,1,1,1,1,1
6724,101,2021-02-08,7,0,0,0,1,1,1,3,3,3
6725,102,2021-02-08,7,0,0,0,2,2,2,4,4,4
6726,104,2021-02-08,7,0,0,0,3,3,3,4,4,4
6727,103,2021-02-08,7,0,0,0,2,2,3,3,3,3
6728,107,2021-02-08,7,0,0,1,3,4,5,5,5,5
6729,108,2021-02-08,7,0,0,0,2,2,3,3,3,4
6730,109,2021-02-08,7,0,1,1,3,3,3,4,4,6
6731,11,2021-02-08,7,0,1,2,2,2,2,3,3,3
6732,110,2021-02-08,7,0,1,1,3,3,3,3,3,4
6733,110-1,2021-02-08,7,0,0,0,2,2,2,2,2,3
6734,111,2021-02-08,7,0,0,0,1,2,2,2,2,3
6735,116,2021-02-08,7,0,1,1,3,3,3,3,3,3
6736,112,2021-02-08,7,0,1,2,5,6,7,7,7,7
6737,106,2021-02-08,7,0,0,0,2,2,2,3,3,3
6738,31,2021-02-11,7,1,2,3,3,3,3,3,3,3
6739,120,2021-02-11,7,1,2,2,4,4,4,4,4,4
6740,105,2021-02-11,7,1,1,1,5,5,5,5,6,6
6741,52,2021-02-11,7,1,3,3,3,4,4,4,4,4
6742,32,2021-02-11,7,1,1,1,1,2,2,2,2,2
6743,159,2021-02-11,7,1,2,3,4,5,5,5,6,6
6744,94,2021-02-11,7,1,1,1,1,1,2,2,2,2
6745,206,2021-02-11,7,1,1,1,1,1,1,1,1,1
6746,61-1,2021-02-11,7,1,1,1,1,1,2,2,3,3
6747,01,2021-02-11,7,1,1,2,2,3,3,3,3,3
6748,197,2021-02-15,8,0,0,0,1,2,2,2,2,2
6749,196,2021-02-15,8,0,0,0,1,1,1,1,1,1
6750,195,2021-02-15,8,0,1,1,1,1,1,1,1,1
6751,194,2021-02-15,8,0,0,0,0,1,1,1,1,1
6752,193,2021-02-15,8,0,0,0,1,2,2,2,2,2
6753,192-1,2021-02-15,8,0,0,0,0,0,0,0,0,0
6754,192,2021-02-15,8,0,0,0,0,0,0,0,0,0
6755,191,2021-02-15,8,0,0,0,0,0,0,0,0,0
6756,188,2021-02-15,8,0,0,0,0,0,0,0,0,0
6757,189,2021-02-15,8,0,0,0,0,0,0,0,0,0
6758,187,2021-02-15,8,0,0,0,0,0,0,0,0,0
6759,186-2,2021-02-15,8,0,0,0,0,0,0,0,0,0
6760,185,2021-02-15,8,0,0,0,0,0,0,0,0,0
6761,186-1,2021-02-15,8,0,0,0,0,1,1,1,1,1
6762,186,2021-02-15,8,0,0,0,0,0,0,0,0,0
6763,185-1,2021-02-15,8,0,0,0,0,1,1,1,1,1
6764,190,2021-02-15,8,0,0,0,0,0,0,0,0,0
6765,198,2021-02-15,8,0,0,0,1,2,2,2,2,2
6766,210-1,2021-02-15,8,0,0,0,0,1,1,1,1,1
6767,20,2021-02-15,8,0,0,1,1,2,2,2,2,2
6768,184,2021-02-15,8,0,0,0,1,1,1,1,1,1
6769,210-3,2021-02-15,8,0,0,0,0,0,0,0,0,0
6770,210-2,2021-02-15,8,0,0,0,0,2,2,2,2,2
6771,203,2021-02-15,8,0,0,0,0,0,0,0,0,0
6772,210,2021-02-15,8,0,0,0,0,1,1,1,1,1
6773,21,2021-02-15,8,0,1,1,1,1,2,2,2,2
6774,209-1,2021-02-15,8,0,0,0,0,0,0,1,1,1
6775,199,2021-02-15,8,0,0,0,0,1,1,1,1,1
6776,209,2021-02-15,8,0,0,0,0,1,1,1,1,1
6777,205-1,2021-02-15,8,0,0,0,0,1,1,1,1,1
6778,205,2021-02-15,8,0,0,0,0,1,1,1,1,1
6779,204-1,2021-02-15,8,0,0,0,0,0,0,0,0,0
6780,204,2021-02-15,8,0,1,1,1,1,1,1,1,1
6781,202,2021-02-15,8,0,0,0,0,1,1,1,1,1
6782,201,2021-02-15,8,0,0,0,0,1,1,1,1,1
6783,200,2021-02-15,8,0,0,0,0,2,2,2,2,2
6784,207,2021-02-15,8,0,1,1,1,1,1,1,1,1
6785,183,2021-02-15,8,0,0,0,0,1,1,1,1,1
6786,208,2021-02-15,8,0,0,0,0,0,0,0,0,0
6787,181,2021-02-15,8,0,0,0,0,1,1,1,1,1
6788,182,2021-02-15,8,0,0,0,1,2,2,2,2,2
6789,153,2021-02-15,8,0,0,0,1,1,1,1,1,1
6790,155,2021-02-15,8,0,0,0,0,0,0,0,0,0
6791,156,2021-02-15,8,0,0,0,0,0,0,0,0,0
6792,156-1,2021-02-15,8,0,0,0,0,0,0,0,0,0
6793,156-2,2021-02-15,8,0,0,0,0,0,0,0,0,0
6794,16,2021-02-15,8,0,0,1,1,1,1,1,1,1
6795,161,2021-02-15,8,0,0,1,1,1,1,1,1,1
6796,163,2021-02-15,8,0,0,1,1,1,1,1,1,1
6797,165,2021-02-15,8,0,0,0,0,0,0,0,0,0
6798,166,2021-02-15,8,0,0,3,3,4,4,4,4,4
6799,166-1,2021-02-15,8,0,0,0,0,0,0,0,0,0
6800,164,2021-02-15,8,0,0,0,0,0,0,0,0,0
6801,168,2021-02-15,8,0,1,2,3,4,5,5,5,5
6802,180,2021-02-15,8,0,0,0,0,1,1,1,1,1
6803,18,2021-02-15,8,0,0,0,0,2,2,2,2,2
6804,166-2,2021-02-15,8,0,0,0,0,0,0,0,0,0
6805,176,2021-02-15,8,0,0,0,0,1,2,2,2,2
6806,175,2021-02-15,8,0,0,1,1,2,2,2,2,2
6807,177,2021-02-15,8,0,0,0,1,3,3,3,3,3
6808,173,2021-02-15,8,0,0,1,1,1,1,1,1,1
6809,171,2021-02-15,8,0,0,0,0,0,0,0,0,0
6810,170,2021-02-15,8,0,0,0,1,1,1,1,1,1
6811,17,2021-02-15,8,0,0,1,1,1,1,1,2,2
6812,174,2021-02-15,8,0,0,0,0,1,1,1,1,1
6813,178,2021-02-16,8,1,2,2,2,4,4,4,4,4
6814,55,2021-02-16,8,1,1,1,2,3,3,3,4,4
6815,179,2021-02-16,8,1,2,2,2,4,4,4,4,4
6816,64,2021-02-16,8,1,1,1,1,2,3,4,4,4
6817,169,2021-02-18,8,1,2,2,3,5,6,6,6,6
6818,160,2021-02-18,8,1,3,3,4,5,5,5,5,6
6819,95-1,2021-02-18,8,1,3,3,3,3,3,4,4,6
6820,22,2021-02-18,8,1,1,1,1,1,2,2,2,2
6821,86,2021-02-18,8,1,1,1,1,1,1,1,1,1
6822,152,2021-02-18,8,1,1,1,1,3,3,3,3,4
6823,67,2021-02-18,8,1,2,2,2,2,2,2,2,2
6824,71,2021-02-18,8,1,3,3,3,3,3,4,4,4
6825,206,2021-02-18,8,1,2,2,2,2,2,2,2,2
6826,46,2021-02-22,9,0,0,0,0,0,1,1,1,2
6827,47,2021-02-22,9,0,0,1,2,2,3,4,4,4
6828,49,2021-02-22,9,0,0,0,1,2,3,3,3,4
6829,50,2021-02-22,9,0,1,1,1,1,1,1,1,4
6830,51,2021-02-22,9,0,0,0,0,1,2,2,3,6
6831,63,2021-02-22,9,0,1,1,2,2,2,3,4,4
6832,54,2021-02-22,9,0,1,1,2,2,3,3,3,3
6833,56,2021-02-22,9,0,1,1,2,3,3,4,4,5
6834,57,2021-02-22,9,0,1,1,3,3,3,4,4,4
6835,45,2021-02-22,9,0,0,0,1,1,3,3,3,3
6836,59,2021-02-22,9,0,0,0,1,2,3,3,3,3
6837,60,2021-02-22,9,0,0,0,1,1,1,2,3,3
6838,62,2021-02-22,9,0,1,1,2,3,4,5,6,6
6839,53,2021-02-22,9,0,0,1,2,2,3,3,3,3
6840,66,2021-02-22,9,0,2,2,2,2,2,2,2,2
6841,66-1,2021-02-22,9,0,0,0,1,1,1,1,2,2
6842,44,2021-02-22,9,0,0,0,0,0,1,2,2,2
6843,82,2021-02-22,9,0,1,1,1,1,1,1,1,1
6844,80,2021-02-22,9,0,2,2,2,2,2,2,3,3
6845,79,2021-02-22,9,0,1,1,1,1,1,1,1,1
6846,78,2021-02-22,9,0,0,0,0,0,0,0,0,0
6847,77,2021-02-22,9,0,0,0,0,0,0,0,0,0
6848,65,2021-02-22,9,0,0,0,1,1,1,1,2,2
6849,76,2021-02-22,9,0,0,0,0,0,0,0,0,1
6850,74,2021-02-22,9,0,0,0,0,0,0,0,0,1
6851,73,2021-02-22,9,0,1,1,1,1,1,1,1,2
6852,72,2021-02-22,9,0,0,0,0,0,0,0,0,1
6853,70,2021-02-22,9,0,2,2,2,2,2,2,2,2
6854,69,2021-02-22,9,0,1,1,1,1,1,1,2,2
6855,68,2021-02-22,9,0,0,0,0,0,0,0,0,1
6856,75,2021-02-22,9,0,0,0,0,0,0,0,0,1
6857,43,2021-02-22,9,0,0,1,1,1,2,3,3,3
6858,27,2021-02-22,9,0,1,2,2,2,2,3,3,3
6859,41,2021-02-22,9,0,0,0,0,0,3,3,4,7
6860,210-4,2021-02-22,9,0,0,0,0,0,1,1,1,1
6861,210-5,2021-02-22,9,0,0,0,0,0,0,0,0,0
6862,211,2021-02-22,9,0,0,0,0,0,2,2,2,3
6863,212,2021-02-22,9,0,0,0,0,0,3,3,3,4
6864,213,2021-02-22,9,0,1,2,2,2,2,2,2,2
6865,214,2021-02-22,9,0,0,0,0,0,0,0,0,0
6866,214-1,2021-02-22,9,0,0,0,0,0,0,0,0,0
6867,215,2021-02-22,9,0,0,0,0,0,0,0,0,0
6868,42,2021-02-22,9,0,0,0,0,0,1,1,2,5
6869,216,2021-02-22,9,0,0,0,0,0,0,0,0,0
6870,216-1,2021-02-22,9,0,0,0,0,0,0,0,0,0
6871,217,2021-02-22,9,0,0,0,0,0,2,2,2,3
6872,218,2021-02-22,9,0,0,0,0,0,2,2,2,3
6873,219,2021-02-22,9,0,0,0,0,0,0,0,0,0
6874,220,2021-02-22,9,0,0,0,0,0,0,0,0,0
6875,215-1,2021-02-22,9,0,0,0,0,0,0,0,0,0
6876,23,2021-02-22,9,0,1,1,1,1,2,2,2,2
6877,221,2021-02-22,9,0,0,0,0,0,1,1,1,2
6878,40,2021-02-22,9,0,0,0,0,0,1,1,1,2
6879,38,2021-02-22,9,0,0,1,1,1,2,2,2,2
6880,37,2021-02-22,9,0,0,0,0,0,0,1,1,1
6881,36,2021-02-22,9,0,0,1,2,2,4,4,5,6
6882,34,2021-02-22,9,0,0,0,0,0,1,1,1,1
6883,35,2021-02-22,9,0,0,0,0,0,1,1,1,2
6884,31-1,2021-02-22,9,0,0,1,2,2,3,3,3,3
6885,30,2021-02-22,9,0,0,0,0,0,1,1,1,1
6886,29,2021-02-22,9,0,0,0,0,0,1,1,1,1
6887,28,2021-02-22,9,0,0,0,0,0,0,1,1,1
6888,25,2021-02-22,9,0,0,0,2,2,3,3,3,3
6889,24,2021-02-22,9,0,0,0,0,0,1,1,1,1
6890,33,2021-02-22,9,0,0,1,1,1,1,1,1,1
6891,162,2021-02-27,9,1,1,1,1,1,2,2,2,2
6892,167,2021-02-27,9,1,1,1,1,3,3,4,5,5
6893,96,2021-02-27,9,1,1,2,2,2,2,2,2,3
6894,81,2021-02-27,9,1,1,2,2,2,2,2,2,3
6895,148,2021-02-27,9,1,1,1,1,2,3,3,3,4
6896,163-1,2021-02-27,9,1,3,3,3,3,3,3,3,3
6897,39,2021-02-27,9,1,1,1,1,1,1,1,1,1
6898,154,2021-02-27,9,1,1,1,1,1,2,2,2,2
6899,98-2,2021-03-01,10,0,0,0,0,0,0,0,0,0
6900,40,2021-03-01,10,1,2,2,2,2,2,3,3,3
6901,140,2021-03-01,10,1,2,2,2,2,2,2,2,2
6902,158,2021-03-01,10,1,2,2,3,6,6,7,7,7
6903,99,2021-03-01,10,0,1,2,2,2,2,2,2,3
6904,98-1,2021-03-01,10,0,0,0,0,0,0,0,0,0
6905,122,2021-03-01,10,1,1,1,1,1,1,2,4,4
6906,97,2021-03-01,10,0,1,2,2,2,2,2,2,3
6907,93-1,2021-03-01,10,0,0,0,0,0,0,0,0,0
6908,92,2021-03-01,10,0,0,0,0,0,0,0,0,1
6909,91,2021-03-01,10,0,0,1,1,1,1,1,1,1
6910,90,2021-03-01,10,0,0,1,1,1,1,1,1,2
6911,89,2021-03-01,10,0,0,0,0,0,0,0,0,0
6912,88,2021-03-01,10,0,0,0,0,0,0,0,0,0
6913,87,2021-03-01,10,0,0,1,1,1,1,1,1,1
6914,85,2021-03-01,10,0,1,2,2,2,2,2,2,3
6915,84,2021-03-01,10,0,0,0,0,0,0,0,0,0
6916,83,2021-03-01,10,0,0,0,0,0,0,0,0,0
6917,93,2021-03-01,10,0,0,0,0,0,0,0,0,0
6918,17,2021-03-01,10,1,1,1,1,2,2,2,2,2
6919,20,2021-03-01,10,1,1,1,1,2,2,3,3,3
6920,45,2021-03-01,10,1,3,3,3,4,4,6,6,6
6921,44,2021-03-01,10,1,3,3,3,3,3,4,5,5
6922,38,2021-03-01,10,1,3,3,4,4,4,5,5,5
6923,12,2021-03-01,10,1,1,1,1,4,6,6,6,6
6924,98,2021-03-01,10,0,0,0,0,0,0,0,0,0
6925,95,2021-03-01,10,0,1,2,3,3,3,3,3,4
6926,57,2021-03-06,10,1,1,1,2,2,4,4,4,5
6927,137,2021-03-09,11,0,0,0,0,0,0,0,1,1
6928,136,2021-03-09,11,0,0,0,0,0,0,0,1,1
6929,135,2021-03-09,11,0,0,0,0,0,0,0,0,0
6930,134,2021-03-09,11,0,0,0,0,0,0,0,0,0
6931,134-1,2021-03-09,11,0,0,0,0,0,0,0,0,0
6932,139,2021-03-09,11,0,0,0,0,0,0,0,1,1
6933,133,2021-03-09,11,0,0,0,0,0,0,0,0,0
6934,132,2021-03-09,11,0,0,0,0,0,0,0,0,0
6935,134-2,2021-03-09,11,0,0,0,0,0,0,0,0,0
6936,139-1,2021-03-09,11,0,0,0,0,0,0,0,0,0
6937,143,2021-03-09,11,0,0,0,0,0,0,0,3,3
6938,14,2021-03-09,11,0,0,1,1,1,1,2,3,3
6939,141,2021-03-09,11,0,0,1,1,1,1,1,1,1
6940,142,2021-03-09,11,0,0,0,0,1,1,1,4,4
6941,144,2021-03-09,11,0,0,0,1,1,1,1,3,3
6942,146,2021-03-09,11,0,0,1,1,1,1,1,1,2
6943,147,2021-03-09,11,0,0,0,0,0,0,0,1,2
6944,148,2021-03-09,11,0,0,2,2,2,2,3,4,4
6945,131,2021-03-09,11,0,0,0,0,0,0,0,0,0
6946,210-1,2021-03-09,11,1,1,1,1,1,1,1,2,2
6947,208,2021-03-09,11,1,1,1,1,1,1,1,1,1
6948,139-2,2021-03-09,11,0,0,0,0,0,0,0,0,0
6949,130,2021-03-09,11,0,0,0,0,0,0,0,0,0
6950,138,2021-03-09,11,0,0,0,0,0,0,0,1,1
6951,129,2021-03-09,11,0,0,0,0,0,0,0,0,0
6952,108,2021-03-09,11,0,0,0,0,0,0,0,2,2
6953,107,2021-03-09,11,0,0,0,1,1,1,2,4,5
6954,106,2021-03-09,11,0,0,0,0,1,1,1,3,3
6955,105,2021-03-09,11,0,0,0,0,1,1,1,5,5
6956,104,2021-03-09,11,0,0,0,0,1,1,1,4,4
6957,103,2021-03-09,11,0,0,0,1,1,1,1,3,3
6958,101,2021-03-09,11,0,0,1,1,2,2,2,3,3
6959,100,2021-03-09,11,0,0,0,0,0,0,0,1,1
6960,10,2021-03-09,11,0,0,1,1,1,1,4,4,4
6961,13,2021-03-09,11,0,0,1,1,1,2,3,3,3
6962,08,2021-03-09,11,0,0,1,1,1,1,3,3,3
6963,07,2021-03-09,11,0,0,1,1,1,1,4,4,4
6964,06,2021-03-09,11,0,0,0,0,0,0,4,4,4
6965,05,2021-03-09,11,0,0,0,0,0,0,1,1,1
6966,04,2021-03-09,11,0,0,0,0,0,2,3,3,3
6967,03,2021-03-09,11,0,0,0,0,1,2,2,3,3
6968,02-1,2021-03-09,11,0,0,0,0,0,1,3,3,3
6969,02,2021-03-09,11,0,0,0,0,1,2,3,4,4
6970,01,2021-03-09,11,0,0,0,0,1,1,2,3,3
6971,109,2021-03-09,11,0,0,0,0,1,2,2,4,4
6972,11,2021-03-09,11,0,0,1,1,1,1,3,3,3
6973,09-1,2021-03-09,11,0,0,0,0,1,2,5,6,6
6974,111,2021-03-09,11,0,0,1,1,1,1,1,2,3
6975,126,2021-03-09,11,0,0,0,0,0,0,0,0,0
6976,125,2021-03-09,11,0,0,0,0,0,0,0,0,0
6977,124-2,2021-03-09,11,0,0,0,0,0,0,0,0,1
6978,124-1,2021-03-09,11,0,0,0,0,0,0,0,0,1
6979,124,2021-03-09,11,0,0,0,0,0,0,0,0,0
6980,123,2021-03-09,11,0,0,1,1,1,1,1,1,3
6981,122-1,2021-03-09,11,0,0,1,1,1,1,1,3,5
6982,121,2021-03-09,11,0,0,1,1,2,3,3,6,7
6983,127,2021-03-09,11,0,0,0,0,0,0,0,0,0
6984,119,2021-03-09,11,0,0,0,0,1,1,1,2,2
6985,118,2021-03-09,11,0,0,1,1,1,1,2,3,3
6986,117-1,2021-03-09,11,0,0,0,0,1,3,3,4,4
6987,117,2021-03-09,11,0,0,0,0,1,3,3,4,4
6988,116,2021-03-09,11,0,0,0,0,0,1,1,3,3
6989,115,2021-03-09,11,0,0,0,0,0,1,2,4,5
6990,113,2021-03-09,11,0,0,0,0,0,2,3,5,5
6991,112,2021-03-09,11,0,0,0,0,0,1,2,5,6
6992,120,2021-03-09,11,0,0,0,0,1,2,2,4,4
6993,110-1,2021-03-09,11,0,0,0,0,0,0,0,2,2
6994,114,2021-03-15,12,1,2,2,2,2,2,5,5,7
6995,145,2021-03-15,12,1,1,1,1,1,1,1,2,3
6996,110,2021-03-15,12,1,2,2,2,2,2,3,3,5
6997,152,2021-03-15,12,1,1,1,1,2,2,2,3,4
6998,22,2021-03-15,12,1,1,1,1,2,2,2,2,2
6999,188,2021-03-16,12,0,0,0,0,0,0,0,0,0
7000,189,2021-03-16,12,0,0,0,0,0,0,0,0,0
7001,19,2021-03-16,12,0,0,0,1,1,1,2,3,4
7002,190,2021-03-16,12,0,0,0,0,0,0,0,0,0
7003,191,2021-03-16,12,0,0,0,0,0,0,0,0,0
7004,192,2021-03-16,12,0,0,0,0,0,0,0,0,0
7005,192-1,2021-03-16,12,0,0,0,0,0,0,0,0,0
7006,193,2021-03-16,12,0,0,0,0,0,0,0,1,2
7007,194,2021-03-16,12,0,0,0,0,0,0,0,0,1
7008,196,2021-03-16,12,0,0,0,0,0,0,0,1,1
7009,197,2021-03-16,12,0,0,0,0,0,0,0,1,2
7010,198,2021-03-16,12,0,0,0,0,0,0,0,1,2
7011,200,2021-03-16,12,0,0,0,0,0,0,0,0,2
7012,201,2021-03-16,12,0,0,0,0,0,0,0,0,1
7013,202,2021-03-16,12,0,0,0,0,0,0,0,0,1
7014,203,2021-03-16,12,0,0,0,0,0,0,0,0,0
7015,187,2021-03-16,12,0,0,0,0,0,0,0,0,0
7016,195,2021-03-16,12,0,0,0,0,1,2,2,2,2
7017,186-2,2021-03-16,12,0,0,0,0,0,0,0,0,0
7018,166-2,2021-03-16,12,0,0,0,0,0,0,0,0,0
7019,186,2021-03-16,12,0,0,0,0,0,0,0,0,0
7020,166-1,2021-03-16,12,0,0,0,0,0,0,0,0,0
7021,166,2021-03-16,12,0,0,0,1,1,1,3,4,5
7022,165,2021-03-16,12,0,0,0,0,0,0,0,0,0
7023,164,2021-03-16,12,0,0,0,1,1,1,1,1,1
7024,163-1,2021-03-16,12,0,0,0,3,3,3,3,3,3
7025,186-1,2021-03-16,12,0,0,0,0,0,0,0,0,1
7026,162,2021-03-16,12,0,0,0,1,1,1,1,2,2
7027,161,2021-03-16,12,0,1,1,2,4,4,4,5,5
7028,160,2021-03-16,12,0,0,0,0,2,3,3,5,5
7029,16,2021-03-16,12,0,1,1,2,3,3,3,4,4
7030,167,2021-03-16,12,0,0,0,2,2,2,4,4,5
7031,159,2021-03-16,12,0,0,0,1,2,3,4,5,6
7032,156-2,2021-03-16,12,0,0,0,0,0,0,0,0,0
7033,156-1,2021-03-16,12,0,0,0,0,0,0,0,0,0
7034,156,2021-03-16,12,0,0,0,1,1,1,1,1,1
7035,155,2021-03-16,12,0,0,0,1,1,1,1,1,1
7036,154,2021-03-16,12,0,0,0,1,1,1,1,2,2
7037,153,2021-03-16,12,0,2,2,4,5,5,5,6,6
7038,151,2021-03-16,12,0,1,1,1,3,3,3,4,6
7039,150,2021-03-16,12,0,0,0,0,0,1,1,1,2
7040,15,2021-03-16,12,0,0,0,0,0,0,0,1,1
7041,149,2021-03-16,12,0,0,0,2,2,2,3,3,4
7042,157,2021-03-16,12,0,0,0,2,2,3,5,6,6
7043,168,2021-03-16,12,0,0,0,1,2,3,4,5,6
7044,163,2021-03-16,12,0,0,0,1,1,1,1,2,2
7045,183,2021-03-16,12,0,0,0,0,0,0,0,0,1
7046,180,2021-03-16,12,0,0,0,0,2,2,2,2,3
7047,18,2021-03-16,12,0,0,0,2,2,2,2,2,4
7048,179,2021-03-16,12,0,0,0,0,2,2,2,2,4
7049,178,2021-03-16,12,0,0,0,0,2,2,2,2,4
7050,177,2021-03-16,12,0,0,0,0,3,3,3,4,6
7051,176,2021-03-16,12,0,0,0,0,0,0,0,0,1
7052,175,2021-03-16,12,0,0,0,1,1,1,2,2,3
7053,174,2021-03-16,12,0,0,0,1,1,1,1,1,2
7054,173,2021-03-16,12,0,0,0,0,0,0,0,1,1
7055,172,2021-03-16,12,0,0,0,0,0,0,0,1,1
7056,171,2021-03-16,12,0,0,0,1,1,1,1,1,1
7057,170,2021-03-16,12,0,0,0,0,2,2,2,3,3
7058,184,2021-03-16,12,0,0,0,0,0,0,0,1,1
7059,169,2021-03-16,12,0,0,0,0,2,2,2,4,5
7060,185,2021-03-16,12,0,0,0,0,0,0,0,0,0
7061,185-1,2021-03-16,12,0,0,0,0,0,0,0,0,1
7062,181,2021-03-16,12,0,0,0,0,0,0,0,0,1
7063,182,2021-03-16,12,0,0,0,0,0,0,0,1,2
7064,09,2021-03-22,13,1,1,1,1,1,1,1,4,4
7065,199,2021-03-22,13,1,2,2,2,2,2,2,2,2
7066,214-1,2021-03-22,13,1,1,1,1,1,1,1,1,1
7067,205-1,2021-03-22,13,1,2,2,2,2,2,2,2,2
7068,82,2021-03-22,13,1,1,1,1,2,3,3,3,3
7069,51,2021-03-23,13,0,0,0,0,1,1,1,1,2
7070,52,2021-03-23,13,0,0,0,0,0,0,1,3,3
7071,53,2021-03-23,13,0,0,0,0,0,0,1,2,2
7072,54,2021-03-23,13,0,0,0,0,0,1,1,2,2
7073,55,2021-03-23,13,0,0,0,1,1,2,2,2,3
7074,56,2021-03-23,13,0,0,0,0,0,1,1,2,3
7075,58,2021-03-23,13,0,0,0,1,1,1,1,3,4
7076,60,2021-03-23,13,0,0,0,0,0,0,0,1,1
7077,61,2021-03-23,13,0,0,0,0,0,0,0,1,1
7078,61-1,2021-03-23,13,0,0,0,0,1,1,2,2,2
7079,62,2021-03-23,13,0,0,0,0,0,1,1,2,3
7080,63,2021-03-23,13,0,0,0,0,0,1,1,2,2
7081,64,2021-03-23,13,0,0,0,0,0,2,2,2,2
7082,65,2021-03-23,13,0,0,0,0,1,1,1,2,2
7083,50,2021-03-23,13,0,0,0,0,0,1,1,1,1
7084,59,2021-03-23,13,0,0,0,1,1,1,1,2,3
7085,49,2021-03-23,13,0,0,0,0,0,0,0,1,2
7086,205,2021-03-23,13,0,1,2,2,2,2,2,2,2
7087,47,2021-03-23,13,0,0,0,0,1,1,2,3,3
7088,210-3,2021-03-23,13,0,0,1,1,1,1,1,1,1
7089,210-4,2021-03-23,13,0,0,0,0,0,0,0,0,0
7090,210-5,2021-03-23,13,0,0,0,0,0,0,0,0,0
7091,211,2021-03-23,13,0,0,0,0,0,0,0,0,0
7092,212,2021-03-23,13,0,0,0,0,0,0,0,0,0
7093,213,2021-03-23,13,0,0,1,1,1,2,3,3,3
7094,214,2021-03-23,13,0,0,0,0,0,0,0,0,0
7095,215,2021-03-23,13,0,0,0,0,0,0,0,0,0
7096,215-1,2021-03-23,13,0,1,1,1,1,1,1,1,1
7097,216,2021-03-23,13,0,0,0,0,0,0,0,0,0
7098,216-1,2021-03-23,13,0,0,0,0,0,0,0,0,0
7099,217,2021-03-23,13,0,0,0,0,0,0,0,0,0
7100,218,2021-03-23,13,0,0,0,0,0,0,0,0,0
7101,219,2021-03-23,13,0,0,0,0,0,0,0,0,0
7102,220,2021-03-23,13,0,0,0,0,0,0,0,0,0
7103,221,2021-03-23,13,0,0,0,0,0,0,0,0,0
7104,48,2021-03-23,13,0,0,0,0,1,1,1,2,2
7105,23,2021-03-23,13,0,0,1,1,2,3,3,3,3
7106,24,2021-03-23,13,0,0,0,0,0,0,0,0,0
7107,25,2021-03-23,13,0,0,0,0,0,0,0,2,2
7108,26,2021-03-23,13,0,0,0,0,1,1,2,3,3
7109,210-2,2021-03-23,13,0,0,0,0,0,0,0,0,0
7110,27,2021-03-23,13,0,0,1,1,1,2,3,3,3
7111,210,2021-03-23,13,0,0,0,0,0,0,0,0,0
7112,209,2021-03-23,13,0,0,1,1,1,1,1,1,1
7113,46,2021-03-23,13,0,0,0,0,2,2,2,2,2
7114,43,2021-03-23,13,0,0,0,0,1,1,2,2,2
7115,42,2021-03-23,13,0,0,0,0,1,1,1,1,1
7116,41,2021-03-23,13,0,0,0,0,1,1,1,1,1
7117,39,2021-03-23,13,0,0,0,0,4,4,4,4,4
7118,37,2021-03-23,13,0,0,0,0,1,1,1,1,1
7119,36,2021-03-23,13,0,0,0,0,0,0,1,1,2
7120,35,2021-03-23,13,0,0,0,0,0,0,0,0,0
7121,34,2021-03-23,13,0,0,0,0,1,1,1,1,1
7122,33,2021-03-23,13,0,0,0,0,1,1,2,2,2
7123,209-1,2021-03-23,13,0,0,0,0,0,0,0,0,0
7124,32,2021-03-23,13,0,0,0,0,1,1,2,2,2
7125,31,2021-03-23,13,0,0,0,0,0,0,1,2,3
7126,30,2021-03-23,13,0,0,0,0,0,0,0,0,0
7127,29,2021-03-23,13,0,0,0,0,0,0,0,0,0
7128,204,2021-03-23,13,0,0,0,0,0,1,2,2,2
7129,204-1,2021-03-23,13,0,1,1,1,1,1,1,1,1
7130,206,2021-03-23,13,0,0,0,0,0,1,2,2,2
7131,207,2021-03-23,13,0,0,1,1,1,2,3,3,3
7132,31-1,2021-03-23,13,0,0,0,0,0,0,1,2,2
7133,28,2021-03-23,13,0,0,0,0,0,0,0,0,0
7134,21,2021-03-29,14,1,1,2,2,3,3,4,5,5
7135,03-1,2021-03-29,14,1,1,1,1,1,1,1,2,4
7136,102,2021-03-29,14,1,1,1,1,1,1,1,2,2
7137,75,2021-03-29,14,1,1,1,1,1,1,1,1,1
7138,128,2021-03-29,14,1,1,1,1,1,1,1,1,1
7139,99,2021-03-30,14,0,1,1,1,1,2,3,3,3
7140,80,2021-03-30,14,0,0,0,0,0,0,2,2,2
7141,79,2021-03-30,14,0,0,0,0,0,0,1,1,1
7142,78,2021-03-30,14,0,0,0,0,0,0,0,0,0
7143,77,2021-03-30,14,0,0,1,1,1,1,1,1,1
7144,76,2021-03-30,14,0,1,2,2,2,3,3,3,3
7145,74,2021-03-30,14,0,1,1,1,1,1,1,1,1
7146,73,2021-03-30,14,0,1,1,1,1,1,2,2,2
7147,72,2021-03-30,14,0,1,1,1,1,1,1,1,1
7148,71,2021-03-30,14,0,0,0,0,0,0,3,3,3
7149,70,2021-03-30,14,0,0,0,0,0,0,2,2,2
7150,69,2021-03-30,14,0,0,0,0,0,0,1,1,1
7151,68,2021-03-30,14,0,1,1,1,1,1,1,1,1
7152,67,2021-03-30,14,0,0,0,0,0,0,2,2,2
